image_id,image_path,face_confidence,detection_time,original_size,face_region_size,processed_size,face_box,min_face_size,thresholds,scale_factor,ssim_score,psnr_score,mse_score,mae_score,original_blur,processed_blur,blur_degradation,original_sharpness,processed_sharpness,sharpness_degradation,original_contrast,processed_contrast,contrast_change,histogram_correlation,edge_preservation,mean_pixel_diff,std_pixel_diff,quality_category,size_reduction_ratio
sample_010,/fake/path/sample_010.jpg,0.9147860281322074,0.2670137924399327,561476,94811,25600,"[162, 62, 122, 198]",40,"[0.6, 0.7, 0.7]",0.709,0.8393129264364627,29.345118320165547,10.883751880671802,46.568913617352635,70.37074897567544,175.133255752333,2.995909006687174,1355.5913652284078,648.6728088886234,1.2502010127922594,53.24166352488442,48.698569456323156,0.48497982496359093,0.9733322183047107,0.6190530769698283,6.670561034697914,1.4345541981047916,Fair,0.27001086371834493
sample_011,/fake/path/sample_011.jpg,0.7411592276656747,0.1433430547079094,731915,51542,25600,"[190, 186, 277, 126]",40,"[0.6, 0.7, 0.7]",0.709,0.8698351814565725,34.00432973188397,122.4999753130005,1.6969750116062412,8.86538677778067,431.54585620580923,0.6225298877622544,204.5327375469543,214.98453930406032,0.4629229636263581,42.81555778747564,47.86552848288153,1.554537827990023,0.9055393185851695,0.5915482566908102,7.708631014640396,49.120803136535656,Good,0.4966823173334368
sample_012,/fake/path/sample_012.jpg,0.822660405627595,0.08071096637333489,775987,164065,25600,"[96, 98, 113, 242]",40,"[0.6, 0.7, 0.7]",0.709,0.9091477346328427,35.14996330537378,60.61277556769509,19.753483460160442,87.78258618057556,231.42327694826474,9.913657215852066,3196.676163392528,412.894805664643,0.2299841278633648,28.76104275690193,44.74244978319239,-3.79566330776849,0.973984541254239,0.6998286745042254,14.76658625429629,40.48527542320677,Good,0.15603571755097065
sample_013,/fake/path/sample_013.jpg,0.8355378992553313,0.18459132074336349,651456,68017,25600,"[154, 148, 228, 248]",40,"[0.6, 0.7, 0.7]",0.709,0.9236583510349919,31.27847528356652,5.802696384483622,40.0085228000662,167.61174392499228,817.2445597818082,0.9589473995161922,836.722711746175,864.0285263388971,10.511125663127888,45.49934528520756,56.228499323474985,-5.338102146912972,0.9417022112489137,0.89680111044281,-3.038644354309272,11.019156362790566,Good,0.37637649411176616
sample_014,/fake/path/sample_014.jpg,0.5659750909328558,0.0029205021432094688,1592814,51252,25600,"[134, 191, 165, 174]",40,"[0.6, 0.7, 0.7]",0.709,0.8928227650608178,33.18863156623266,23.948149349344348,2.932251024565573,1.4651476265668781,43.168726151506924,2.5832365699405853,140.99617097693033,2156.5562031706186,1.1511036431223916,52.001344191734226,28.2913417186959,-2.433572480213747,0.9761408309158731,0.9703974030440345,-0.8912003951278841,4.119427015734044,Good,0.49949270272379614
sample_015,/fake/path/sample_015.jpg,0.9295020878493798,0.021355098099509508,1965746,107108,25600,"[54, 141, 269, 160]",40,"[0.6, 0.7, 0.7]",0.709,0.9292415670986862,35.4951159829762,3.232143673422044,15.913137903744875,76.44788643642718,44.00433297850632,2.202578167304761,268.3038871038241,286.3301951964497,0.5673855513396495,51.22505498339519,69.73460891602558,-1.8952882309116048,0.7274610789743226,0.6671969385509037,-7.80343354057715,19.12215679149156,Good,0.23901109160846995
sample_016,/fake/path/sample_016.jpg,0.9166516018587149,0.02012400423132632,501062,100448,25600,"[135, 175, 143, 124]",40,"[0.6, 0.7, 0.7]",0.709,0.8706744787734242,29.095306398693168,221.20798999430247,18.007976277591197,113.66329578930316,155.67090323777913,0.22157077749130136,386.91473649446465,831.2076359118382,4.011429427487609,45.59495441126475,65.8203818296378,-1.9403459489870702,0.6527486117007426,0.5405998208201992,-6.506425691218269,3.097376181818706,Good,0.2548582351067219
sample_017,/fake/path/sample_017.jpg,0.7516226080495263,0.029827508353350463,1530117,63234,25600,"[111, 128, 235, 125]",40,"[0.6, 0.7, 0.7]",0.709,0.8463581461918297,32.70766946180288,32.847503081065085,29.34947516824177,20.707798214607084,39.108781311923266,10.031220309840773,779.7177216764316,162.4002737434392,5.095989102108538,50.48084946661382,34.75709466830008,3.988681572893173,0.7074480028719493,0.8167074758433133,-6.019686788963846,17.162120265305273,Fair,0.40484549451244584
sample_018,/fake/path/sample_018.jpg,0.922505542012692,0.013272854183610556,1388266,134555,25600,"[84, 50, 139, 163]",40,"[0.6, 0.7, 0.7]",0.709,0.99,35.954144254361076,85.44271441986697,36.88154282642956,15.05582464141926,158.6050111031868,3.551214142283596,709.019260963755,644.1977350032814,10.059529168247074,46.80942978933657,52.89774856896413,10.377003993227195,0.8898338491795816,0.754022011954036,0.18418379189551698,3.9636379649559785,Excellent,0.19025677232358515
sample_019,/fake/path/sample_019.jpg,0.8010362921181376,0.04078263155513094,980703,130910,25600,"[160, 82, 254, 263]",40,"[0.6, 0.7, 0.7]",0.709,0.7897023075791401,29.02441426774683,607.1640830701141,27.919066787543848,122.75159870125196,150.7657523517304,5.621233367864418,1032.6145605635027,1334.940798290693,2.9642307868044786,40.90842382914876,45.93725270610216,1.30264493537008,0.5245845134649624,0.8992704991976086,13.304385632690831,18.89117676798403,Fair,0.19555419754029485
sample_020,/fake/path/sample_020.jpg,0.9720264822741561,0.010624379787661028,1170688,141751,25600,"[109, 149, 167, 232]",40,"[0.6, 0.7, 0.7]",0.709,0.9089935412088436,34.807247976090174,255.74693578456262,24.567949067850364,16.551050912412173,85.87021498525603,4.857485394295304,191.39317216783513,2342.7786725225524,0.44938720862529224,44.88784323568815,49.0977233594379,3.9053663380822634,0.8749493992371568,0.8939963034645436,8.52246489030268,37.85888214229563,Good,0.18059837320371638
sample_021,/fake/path/sample_021.jpg,0.281745280434126,0.06898880428028177,1306388,96240,25600,"[78, 112, 249, 253]",40,"[0.6, 0.7, 0.7]",0.709,0.7295126092564119,29.07106948240103,1.3180944825659227,21.78536394071978,19.60586401992482,324.59982722724266,0.7590996096569352,190.91460715336325,416.6194400641855,1.552436025664774,48.35464341950304,75.7335980324986,0.29609217007244126,0.8248889484331323,0.8067782505704778,-7.128457826771644,22.410038903975583,Poor,0.2660016625103907
sample_022,/fake/path/sample_022.jpg,0.6374288076875774,0.04673021874751386,1517289,181026,25600,"[159, 173, 186, 154]",40,"[0.6, 0.7, 0.7]",0.709,0.8422228222178768,31.101574712365952,16.978360329951062,25.17366519706091,107.56497823175357,2.7469857884440096,9.894746641480701,456.2978738393458,446.0734249229545,23.367293674117484,50.98745777637335,48.69654854012792,2.5023875971031613,0.7877598072339503,0.7950339064646618,11.59329803364248,3.4409011549347115,Fair,0.14141615016627446
sample_023,/fake/path/sample_023.jpg,0.8754699005811111,0.17006959030194785,587955,153145,25600,"[179, 168, 239, 119]",40,"[0.6, 0.7, 0.7]",0.709,0.9351741262573836,31.201255372377066,97.85622455470876,10.532720785596224,80.30673665148444,57.29253950911121,1.0943726367356008,977.1007015596033,772.4512164822382,6.695589062465483,49.62365297575152,61.03301882016521,0.5711382433101982,0.5628095058635159,0.937444574470262,1.0081742225405217,0.2784283111614901,Good,0.16716184008619284
sample_024,/fake/path/sample_024.jpg,0.51140624521628,0.23027715288531816,1577978,54263,25600,"[147, 61, 152, 298]",40,"[0.6, 0.7, 0.7]",0.709,0.8043941752943232,32.141758331150044,85.16609137622497,36.41638856708772,51.81549201405262,147.36463505736316,0.05528364815848598,343.87189199670183,932.0130282309369,1.1776645654991242,47.7745852782886,47.74994096629624,6.0379608521513095,0.7842664787809159,0.8216643372672296,2.9776025091839724,2.651306090504985,Fair,0.47177634852477746
sample_025,/fake/path/sample_025.jpg,0.5332292569188475,0.09120150313935639,1397048,63350,25600,"[84, 180, 207, 271]",40,"[0.6, 0.7, 0.7]",0.709,0.7808658975256281,28.081274927226424,343.2669107975828,0.10535336788175662,10.880393299113646,37.774764593214435,2.661894092215098,236.12934949304721,981.7666379274724,9.764220644380076,69.45871284827683,62.84533033933894,3.445181016074861,0.7123555576520997,0.7385207638970678,1.034777653131854,110.15905032285163,Fair,0.40410418310970797
sample_026,/fake/path/sample_026.jpg,0.9800852139396388,0.15864141939125553,1471741,101571,25600,"[195, 152, 116, 113]",40,"[0.6, 0.7, 0.7]",0.709,0.9310463501949077,31.982398216788546,90.70086402878069,5.227524823945714,12.847776747164405,8.007534330438276,0.24497270567139168,1297.3026718541162,1935.1461967726323,1.6433126138664758,41.05392697780496,54.12570396644122,-9.648422981570787,0.6377582679421399,0.5431669599096756,7.133995902054457,24.05058784534688,Good,0.25204044461509684
sample_027,/fake/path/sample_027.jpg,0.6099771150377185,0.1462197110339225,1729720,74574,25600,"[152, 133, 232, 164]",40,"[0.6, 0.7, 0.7]",0.709,0.8183226892529235,35.964250032296974,27.28291200595943,2.3413333916132295,43.79193315941165,33.860910641782596,10.34457032016195,620.3788122333497,104.62133252824364,33.12317629473047,37.926041683536255,59.843223984765835,-1.0699442211275447,0.7361943213720807,0.7178494240334251,-6.377399842513159,3.7362734793076013,Fair,0.3432831818059914
sample_028,/fake/path/sample_028.jpg,0.8565495796095652,0.016711288479350685,507906,111413,25600,"[62, 169, 224, 188]",40,"[0.6, 0.7, 0.7]",0.709,0.9735882214577688,33.72496589240223,89.8794524186919,17.354116910589347,9.594590297101375,209.93248112914236,2.8396069509625415,282.1564208799592,1235.6952921453644,3.572386207264012,60.83609653905471,48.2305277250595,-3.9914862226922687,0.8332384238803768,0.6962555811868328,25.269324258736216,26.11721869416715,Excellent,0.2297756994246632
sample_029,/fake/path/sample_029.jpg,0.635748027351102,0.201962063822053,605228,147624,25600,"[149, 56, 232, 144]",40,"[0.6, 0.7, 0.7]",0.709,0.9512723731245772,34.50549293786163,205.45033221429355,0.5936702308604404,174.76473762753136,13.796390740375564,5.37133284692438,1046.5375836748278,462.778431881313,15.208045748332852,54.94955517561525,50.28744822934817,6.392259313036494,0.8261431191700096,0.5379525333489895,2.4938368371075526,49.44931916651499,Excellent,0.17341353709423943
sample_030,/fake/path/sample_030.jpg,0.821134465034593,0.12315909951213125,826032,123609,25600,"[167, 71, 219, 149]",40,"[0.6, 0.7, 0.7]",0.709,0.9146140724164661,33.64337310811034,462.01186344626535,22.543461276229863,59.05153369624894,104.29135960083246,0.1404953005822166,1125.8185501830853,489.65343647837335,1.0741572492847196,48.31444125937239,61.3660477170456,-2.284836617887125,0.9324895188683717,0.6157211431006704,4.6372385739043205,3.9215172718121583,Good,0.2071046606638675
sample_031,/fake/path/sample_031.jpg,0.9848413389593518,0.12549996086189777,1574961,68639,25600,"[76, 121, 159, 273]",40,"[0.6, 0.7, 0.7]",0.709,0.9178768641143326,35.24187029261431,22.778084857124846,1.9118231744402978,16.683179083540313,60.45753518183685,0.4471851630981773,1520.944359038162,1210.9630058658959,6.077652584167998,47.431896915809666,48.38374254537529,-6.706373355091433,0.6282569267565813,0.9085584845208159,2.9645893399855865,2.4303853438951384,Good,0.37296580661140166
sample_032,/fake/path/sample_032.jpg,0.9161608776501381,0.23839974789156582,1205290,119298,25600,"[137, 90, 244, 175]",40,"[0.6, 0.7, 0.7]",0.709,0.99,36.60364960072338,431.71826552294334,3.0745780434611722,69.09259562090074,96.27424349612865,2.829875530049211,1956.6430359872277,698.6843441404875,9.150479088185577,50.26885838994531,41.236813320258186,0.18830116583968867,0.8167831626516964,0.9060991037656947,-4.934628163640158,1.656732259276135,Excellent,0.21458867709433518
sample_033,/fake/path/sample_033.jpg,0.460183517384899,0.008350644975816265,1725811,148511,25600,"[181, 183, 157, 121]",40,"[0.6, 0.7, 0.7]",0.709,0.8329421657808131,33.44922975567173,60.20609719350464,20.632780034401776,74.73978139587696,131.52378349869207,2.073413745732168,1314.2513352324554,329.06542181472895,13.491636554783387,44.7070176245378,49.756454077390174,10.711351793059318,0.8547842397932086,0.7591698372880971,-2.573765374233451,30.405298877862606,Fair,0.17237780366437502
sample_034,/fake/path/sample_034.jpg,0.7266435382588156,0.20669063412677668,1836737,174677,25600,"[88, 164, 285, 224]",40,"[0.6, 0.7, 0.7]",0.709,0.9603602227292054,31.083590731793166,23.656089895002456,19.50842915399151,99.84780002255434,132.09300151268556,6.459607837444352,2908.328648727104,1194.6356714719705,2.000502910797642,52.60673765823907,53.23800127605945,-1.4574498949674513,0.7111192766727223,0.4802999851338677,3.7428005557730586,4.478788206360093,Excellent,0.14655621518574283
sample_035,/fake/path/sample_035.jpg,0.6138852892664857,0.018603794010459394,1542377,170585,25600,"[125, 143, 204, 100]",40,"[0.6, 0.7, 0.7]",0.709,0.8180673790069143,31.267506422379917,59.680813969424975,17.729026327270102,296.7793323369221,29.105814106407212,1.346267717488601,1180.7470697900885,2108.4979730258174,0.6107017804474966,33.944565933589196,64.9468857536438,0.888779467902012,0.5527562162135402,0.724022262651251,-12.373416454470462,2.976955011451807,Fair,0.15007181170677375
sample_036,/fake/path/sample_036.jpg,0.8164577854517779,0.03902770188910276,1541592,196470,25600,"[87, 133, 250, 227]",40,"[0.6, 0.7, 0.7]",0.709,0.8593862847422553,31.225833440328923,14.238723734046854,3.099008438300393,281.0411750272784,132.01281092351172,2.3165190934118502,40.88654127826688,1283.725067723583,0.052597775300201134,41.8992691579051,58.05192674780948,-6.094862612680632,0.7955676471280023,0.7637811972051599,6.180287109836201,26.302992147881724,Good,0.13029979131674047
sample_037,/fake/path/sample_037.jpg,0.9818588284817293,0.13960528713387263,1142804,164044,25600,"[151, 181, 201, 118]",40,"[0.6, 0.7, 0.7]",0.709,0.99,31.57306267946319,164.94578429710734,28.733667376410242,159.85654764477755,57.19624967418865,4.0263889747479595,1590.3360793048903,913.5608604787648,15.033528132208339,39.713256668709164,39.037249131047986,-7.200254412971471,0.9423057098774813,0.8999349694232824,16.420151601363692,14.493655952226273,Excellent,0.1560556923752164
sample_038,/fake/path/sample_038.jpg,0.7362871265809487,0.05088655141979992,904772,192635,25600,"[64, 92, 275, 186]",40,"[0.6, 0.7, 0.7]",0.709,0.8678302124698061,31.448115699089595,167.65704014851647,25.325694876627818,311.27987250042054,1.8400844582700027,2.087039407053988,820.531214052828,680.6356670367898,1.4350540946964156,53.9208452970087,42.46035411133324,-1.4033753843338703,0.7149338310066871,0.5932096678979628,-9.896281365703375,8.004995009386532,Good,0.13289381472733408
sample_039,/fake/path/sample_039.jpg,0.7896087659607816,0.029647096009248416,655683,169891,25600,"[167, 56, 153, 228]",40,"[0.6, 0.7, 0.7]",0.709,0.8489849687470136,35.672952376601216,46.76219605330337,14.952033289293967,11.912632492819682,0.2587359173781069,0.5651544176023522,985.2086878354148,3793.9396867130336,2.5132166177044404,54.130565337861825,39.406078695300565,2.3877685806282303,0.8792422955287019,0.8578633919078382,10.288382954128117,21.82863148154979,Fair,0.15068485087497277
sample_040,/fake/path/sample_040.jpg,0.9499249916320822,0.03743615569584269,1641154,90390,25600,"[60, 187, 177, 176]",40,"[0.6, 0.7, 0.7]",0.709,0.9249653123213709,33.338788154012335,90.2576047539322,13.734034299838317,440.51331633813265,14.669161261532732,1.532976563145118,1756.987674904985,207.70326291033663,0.589672703777192,30.86893574820975,55.689830791852756,8.14198311564269,0.8246097334791167,0.8676529904721431,0.3408346825922607,1.0501026956616206,Good,0.2832171700409337
sample_041,/fake/path/sample_041.jpg,0.6895161313106775,0.11071091505697361,751051,175541,25600,"[84, 147, 129, 215]",40,"[0.6, 0.7, 0.7]",0.709,0.7945842505174879,31.816937681111966,6.202684348321755,16.52428520287922,316.1203427295335,19.273916294070354,1.9602802124207304,3084.216631731542,947.5054719728993,3.2397448097907744,35.8628550309502,65.83465025384093,-1.5339019643568523,0.9567060734595025,0.7180167178406285,7.800781797165829,11.039504329474294,Fair,0.1458348761827721
sample_042,/fake/path/sample_042.jpg,0.6933996834639302,0.03611540400515502,1673057,85585,25600,"[124, 116, 279, 289]",40,"[0.6, 0.7, 0.7]",0.709,0.8985367231766038,34.1355263835002,59.27636022426302,18.35555340441584,72.50082520454396,251.81570465176466,6.167775345468045,1006.303842092258,832.3328867444807,0.29464294441242495,45.61412793742704,61.663027472367894,2.8422050312807725,0.8669002830829466,0.7040090793652471,-0.09118996644203543,25.930127631149066,Good,0.2991178360694047
sample_043,/fake/path/sample_043.jpg,0.6680941682788477,0.045812948245673155,1793703,151268,25600,"[74, 128, 167, 272]",40,"[0.6, 0.7, 0.7]",0.709,0.8675411730618809,29.727150996537297,79.74627665581228,67.52355663768212,56.65107910082499,37.369922833070405,2.542999078347839,13.696504456221794,1037.3341543420652,1.2660968883620882,55.40112711683127,37.175013788784774,-4.832585129674965,0.8633183232351124,0.8261754950551301,-6.1340266354093975,17.67269204892275,Good,0.16923605785757728
sample_044,/fake/path/sample_044.jpg,0.7498493137509423,0.05552711613166958,1957214,82371,25600,"[111, 56, 254, 191]",40,"[0.6, 0.7, 0.7]",0.709,0.8876146294454063,29.68369533613921,65.70753555993505,3.893239230276933,48.951883471927445,331.93116943690615,4.889445714095118,1571.9606267358088,691.986283516608,2.2462426676386027,39.535220573755716,67.49241622043527,3.9700853677056673,0.9422540012261207,0.5748415836677088,-13.879460605665397,15.580694764697633,Good,0.3107889912711998
sample_045,/fake/path/sample_045.jpg,0.8488526549586979,0.09521285824449474,1317052,167360,25600,"[154, 66, 219, 236]",40,"[0.6, 0.7, 0.7]",0.709,0.8893023377746456,32.00685354177533,286.1745959154153,33.09743776999045,7.949445571566619,32.762627725151084,2.109443346336819,1244.3899007756768,1472.1489622409622,4.993043659278024,42.89547450165048,25.68286428737852,-0.4865409438601337,0.758777880580147,0.7343375159159706,7.930563806574291,24.302217753898898,Good,0.15296367112810708
sample_046,/fake/path/sample_046.jpg,0.869607472986023,0.15317487881170633,1999698,142601,25600,"[54, 54, 193, 195]",40,"[0.6, 0.7, 0.7]",0.709,0.8902719200249519,33.27696266530185,7.118759869502653,11.043263560956591,8.623095082965564,72.2900630085477,7.063748516297488,821.6084544662943,465.37662377233335,8.558294579450102,57.09533577307375,41.38616297643256,-4.402309824112029,0.8694486859767551,0.6939234373711496,23.636334436753845,2.5553926881722995,Good,0.17952188273574518
sample_047,/fake/path/sample_047.jpg,0.7973131768507657,0.031991785024994605,907507,126971,25600,"[81, 162, 219, 248]",40,"[0.6, 0.7, 0.7]",0.709,0.8539131876644012,33.798672237328994,33.67417778790184,33.85062375549441,197.59467391996955,187.41481279810753,2.460451150945155,1499.3244616249076,410.73739510842387,0.5362455284857879,58.88598880330875,57.34449033487655,-5.1940091400127795,0.8034115247895782,0.5261240215677099,0.21271576736061648,11.721062174306924,Good,0.20162084255459908
sample_048,/fake/path/sample_048.jpg,0.4323025451621292,0.01744386704891238,1065609,105147,25600,"[54, 52, 292, 231]",40,"[0.6, 0.7, 0.7]",0.709,0.8457427173457589,32.67717111668073,10.444770971109277,10.266385134428386,160.97928189017483,22.820086126156376,5.057010774374272,2442.812536504755,1114.935485366824,11.454403036684207,61.966314866456514,43.90217095680618,-0.6700858333645885,0.9497054603944274,0.806866634645536,-20.94120627663777,32.59913519194521,Fair,0.24346866767477912
sample_049,/fake/path/sample_049.jpg,0.3452980313545975,0.06557991618936114,1512237,119122,25600,"[129, 104, 231, 219]",40,"[0.6, 0.7, 0.7]",0.709,0.8446519373874997,30.747043137768102,92.50481327074117,22.56914115647508,163.46993101159927,31.446518612624928,0.48801254494928015,828.7954880008281,1999.984534103557,7.097783915022694,61.15902053365362,43.50734421924076,4.739129014186081,0.9432425165331052,0.7695968938315813,-1.2174750838328354,19.957963603645513,Fair,0.21490572690183174
sample_050,/fake/path/sample_050.jpg,0.38056338651775784,0.08483336962100452,1786980,170312,25600,"[110, 187, 149, 102]",40,"[0.6, 0.7, 0.7]",0.709,0.7838166416869478,28.757454360291995,2.654595521466961,0.48978382541060633,178.19896121391395,31.892620643003504,9.156732559190154,948.1648877807136,1693.7546465326022,3.8738973622793056,48.05054791571042,55.136001065697165,-2.663504198309557,0.9941215340804446,0.520447187253705,-6.022120603617806,14.132790193752705,Fair,0.1503123678895204
sample_051,/fake/path/sample_051.jpg,0.7229518413507183,0.028707718856360667,986799,190905,25600,"[119, 93, 172, 144]",40,"[0.6, 0.7, 0.7]",0.709,0.9420846215318949,31.888941888071155,191.79325611536996,0.9523293796249982,96.67933920516772,82.55200387545642,1.4183094814786363,379.80551620864344,1733.5871982715732,7.101517422648929,42.71843223932213,57.869695655549954,-4.455665043007432,0.7330430543834063,0.7349355046181412,-8.3774798159376,6.193308631866687,Good,0.13409811162620153
sample_052,/fake/path/sample_052.jpg,0.9071367311747381,0.05174774923482576,780618,105718,25600,"[135, 66, 197, 297]",40,"[0.6, 0.7, 0.7]",0.709,0.99,35.739996521526336,25.637341257692214,37.53572619313915,55.97192504858204,15.193935870973327,7.87640770489379,2780.986764734046,710.2915873259046,0.7740183588349132,48.58304323952377,66.3265249769713,-1.304561330585651,0.9196071094876899,0.546801779524497,7.954382526692877,0.27162982526368573,Excellent,0.24215365406080328
sample_053,/fake/path/sample_053.jpg,0.9433072947850958,0.08041091658255245,775709,141179,25600,"[146, 91, 105, 266]",40,"[0.6, 0.7, 0.7]",0.709,0.9588016889998086,34.348179509983524,106.93839431309624,34.531029012603994,47.87134619671842,149.43779183383717,2.778433309722742,1317.4122265891717,908.6082796663785,2.4492054613171947,35.61722021682633,53.62570815026485,6.842109772363376,0.8231383868719653,0.639314599206139,8.338073391593646,35.4897846904675,Excellent,0.18133008450265267
sample_054,/fake/path/sample_054.jpg,0.850124622722002,0.008715402533365736,895807,175576,25600,"[61, 188, 145, 218]",40,"[0.6, 0.7, 0.7]",0.709,0.8867453021838504,30.8246608849783,341.50919230500875,10.817484540587897,414.2085376451174,110.2379371634689,1.1607923897797439,1137.7616845734403,277.34212502736693,2.8658590066438854,47.44748057897747,61.87386051564751,12.94781821009307,0.8154933646451215,0.832118162446628,-10.065425652796412,9.556264301841924,Good,0.14580580489360734
sample_055,/fake/path/sample_055.jpg,0.9937158379212181,0.1748574773284898,721373,145648,25600,"[83, 90, 150, 274]",40,"[0.6, 0.7, 0.7]",0.709,0.9180378601255829,32.36403241812676,21.227831475180135,19.0268288103001,57.182455779190775,86.09736543464369,0.3817438378825912,1652.3814948224544,1142.3213348082159,3.7345304452058508,53.82441417819298,46.82426801176262,-3.377307224278891,0.9304681241799974,0.8358536787794993,-5.943663723462062,21.605258849821737,Good,0.17576623091288587
